metric,gpt-4o-mini (v1)_mean,gpt-4o-mini (v1)_std,gemini-2.0-flash (v1)_mean,gemini-2.0-flash (v1)_std,difference,better_model,test,p_value,significant,effect_size,effect_interpretation,n1,n2,pair,gemini-2.0-flash (v2)_mean,gemini-2.0-flash (v2)_std,gpt-4o-mini (v2)_mean,gpt-4o-mini (v2)_std,llama3.2 (v1)_mean,llama3.2 (v1)_std,llama3.2 (v2)_mean,llama3.2 (v2)_std,sonar (v1)_mean,sonar (v1)_std,sonar (v2)_mean,sonar (v2)_std,sonar-pro (v1)_mean,sonar-pro (v1)_std,sonar-pro (v2)_mean,sonar-pro (v2)_std
perplexity,25.696036505699162,5.0243409137367046,,,-1.4795684734980235,gpt-4o-mini (v1),t-test,0.03498216797459303,True,-0.2737804752042754,small,120,120,gpt-4o-mini (v1) vs gpt-4o-mini (v2),,,27.175604979197185,5.759086022191105,,,,,,,,,,,,
fkgl_delta,-4.676379338126085,1.6479846594970189,,,0.47302207476034397,gpt-4o-mini (v2),t-test,0.023290233024182913,True,0.2947829615305055,small,120,120,gpt-4o-mini (v1) vs gpt-4o-mini (v2),,,-5.149401412886429,1.5601023128067573,,,,,,,,,,,,
fre_delta,17.331866945023062,6.754160020905789,,,-0.8611923932619803,gpt-4o-mini (v2),Mann-Whitney U,0.5388378314009548,False,-0.1277015429179186,negligible,120,120,gpt-4o-mini (v1) vs gpt-4o-mini (v2),,,18.193059338285043,6.733404089132455,,,,,,,,,,,,
fkgl_output,6.875880790970697,1.265403825186631,,,0.4730220747603431,gpt-4o-mini (v2),t-test,0.003397942983646935,True,0.38200422436028825,small,120,120,gpt-4o-mini (v1) vs gpt-4o-mini (v2),,,6.402858716210354,1.2105158294161107,,,,,,,,,,,,
fre_output,69.97071996289901,6.827285595087784,,,-0.8611923932619732,gpt-4o-mini (v2),t-test,0.3399495351415549,False,-0.12344281731365074,negligible,120,120,gpt-4o-mini (v1) vs gpt-4o-mini (v2),,,70.83191235616098,7.1224872190898605,,,,,,,,,,,,
bertscore,0.8764955401420593,0.017262826546792228,,,0.02994205703337982,gpt-4o-mini (v1),t-test,3.6618225825874703e-40,True,2.086714077057788,large,120,120,gpt-4o-mini (v1) vs llama3.2 (v1),,,,,0.8465534831086795,0.010666622282787735,,,,,,,,,,
bleu,0.09497132680589906,0.06616708101392363,,,0.06204836411852598,gpt-4o-mini (v1),Mann-Whitney U,1.1572010874104269e-18,True,1.2665432799283067,large,120,120,gpt-4o-mini (v1) vs llama3.2 (v1),,,,,0.03292296268737308,0.020543145946232584,,,,,,,,,,
sari,39.515636190897354,5.119877407305335,,,5.707528594024595,gpt-4o-mini (v1),Mann-Whitney U,3.271683825251162e-18,True,1.3302218294426582,large,120,120,gpt-4o-mini (v1) vs llama3.2 (v1),,,,,33.80810759687276,3.2567420675194216,,,,,,,,,,
perplexity,25.696036505699162,5.0243409137367046,,,-1.7182213703791263,gpt-4o-mini (v1),Mann-Whitney U,0.3887494151285237,False,-0.2547095733226681,small,120,120,gpt-4o-mini (v1) vs llama3.2 (v1),,,,,27.41425787607829,8.109734632911588,,,,,,,,,,
fkgl_delta,-4.676379338126085,1.6479846594970189,,,-0.7838658115941728,gpt-4o-mini (v1),t-test,0.003607002638440733,True,-0.3795339704130985,small,120,120,gpt-4o-mini (v1) vs llama3.2 (v1),,,,,-3.8925135265319124,2.4115111575631016,,,,,,,,,,
fre_delta,17.331866945023062,6.754160020905789,,,1.8986937290727877,gpt-4o-mini (v1),t-test,0.09818886320392116,False,0.2143323557643784,small,120,120,gpt-4o-mini (v1) vs llama3.2 (v1),,,,,15.433173215950275,10.55141784195367,,,,,,,,,,
fkgl_output,6.875880790970697,1.265403825186631,,,-0.7838658115941719,gpt-4o-mini (v1),t-test,7.985770607261177e-05,True,-0.5182732435475667,medium,120,120,gpt-4o-mini (v1) vs llama3.2 (v1),,,,,7.659746602564869,1.7244719106554771,,,,,,,,,,
fre_output,69.97071996289901,6.827285595087784,,,1.8986937290727894,gpt-4o-mini (v1),Mann-Whitney U,0.10471105168504409,False,0.253053853189786,small,120,120,gpt-4o-mini (v1) vs llama3.2 (v1),,,,,68.07202623382622,8.122919838615555,,,,,,,,,,
bertscore,0.8764955401420593,0.017262826546792228,,,0.02038018604119618,gpt-4o-mini (v1),Mann-Whitney U,1.704852981863317e-19,True,1.3610930069027916,large,120,120,gpt-4o-mini (v1) vs llama3.2 (v2),,,,,,,0.8561153541008631,0.012263770188294958,,,,,,,,
bleu,0.09497132680589906,0.06616708101392363,,,0.061784543146401215,gpt-4o-mini (v1),Mann-Whitney U,1.638767124472874e-18,True,1.2478152702447278,large,120,120,gpt-4o-mini (v1) vs llama3.2 (v2),,,,,,,0.03318678365949785,0.022917773902918846,,,,,,,,
sari,39.515636190897354,5.119877407305335,,,5.223854152363181,gpt-4o-mini (v1),Mann-Whitney U,6.958401635519835e-16,True,1.2052829950411574,large,120,120,gpt-4o-mini (v1) vs llama3.2 (v2),,,,,,,34.29178203853417,3.3699013233699335,,,,,,,,
perplexity,25.696036505699162,5.0243409137367046,,,-4.934283916155493,gpt-4o-mini (v1),Mann-Whitney U,6.972460927151569e-07,True,-0.7081547458496074,medium,120,120,gpt-4o-mini (v1) vs llama3.2 (v2),,,,,,,30.630320421854655,8.476827300201741,,,,,,,,
fkgl_delta,-4.676379338126085,1.6479846594970189,,,-0.5264935305297236,gpt-4o-mini (v1),Mann-Whitney U,0.023235254343617142,True,-0.29240837223391886,small,120,120,gpt-4o-mini (v1) vs llama3.2 (v2),,,,,,,-4.149885807596362,1.9411462948571192,,,,,,,,
fre_delta,17.331866945023062,6.754160020905789,,,2.102834003364059,gpt-4o-mini (v1),t-test,0.03441908379008134,True,0.2746406287849983,small,120,120,gpt-4o-mini (v1) vs llama3.2 (v2),,,,,,,15.229032941659003,8.463489991661941,,,,,,,,
fkgl_output,6.875880790970697,1.265403825186631,,,-0.5264935305297236,gpt-4o-mini (v1),t-test,0.0015169290563243377,True,-0.4142357906570048,small,120,120,gpt-4o-mini (v1) vs llama3.2 (v2),,,,,,,7.402374321500421,1.2765708765721087,,,,,,,,
fre_output,69.97071996289901,6.827285595087784,,,2.102834003364052,gpt-4o-mini (v1),t-test,0.01984391816538914,True,0.302752358185187,small,120,120,gpt-4o-mini (v1) vs llama3.2 (v2),,,,,,,67.86788595953496,7.062174317209443,,,,,,,,
bertscore,0.8764955401420593,0.017262826546792228,,,0.020258534948031093,gpt-4o-mini (v1),Mann-Whitney U,1.017257859797139e-15,True,1.1514992217665583,large,120,120,gpt-4o-mini (v1) vs sonar (v1),,,,,,,,,0.8562370051940282,0.017917446774048534,,,,,,
bleu,0.09497132680589906,0.06616708101392363,,,0.024101361441563093,gpt-4o-mini (v1),Mann-Whitney U,0.0005082455321087508,True,0.3646899863321837,small,120,120,gpt-4o-mini (v1) vs sonar (v1),,,,,,,,,0.07086996536433597,0.06600733969014987,,,,,,
sari,39.515636190897354,5.119877407305335,,,2.252210231115832,gpt-4o-mini (v1),t-test,0.0004057563164558892,True,0.46309594284328454,small,120,120,gpt-4o-mini (v1) vs sonar (v1),,,,,,,,,37.26342595978152,4.59257336650314,,,,,,
perplexity,25.696036505699162,5.0243409137367046,,,-9.838330602645868,gpt-4o-mini (v1),t-test,1.0382221258984025e-11,True,-0.9235071351931499,large,120,120,gpt-4o-mini (v1) vs sonar (v1),,,,,,,,,35.53436710834503,14.203466628834933,,,,,,
fkgl_delta,-4.676379338126085,1.6479846594970189,,,2.5341772791673014,sonar (v1),t-test,1.0247105740155045e-21,True,1.3668667497355618,large,120,120,gpt-4o-mini (v1) vs sonar (v1),,,,,,,,,-7.210556617293387,2.0393167678283715,,,,,,
fre_delta,17.331866945023062,6.754160020905789,,,-9.78288839460457,sonar (v1),t-test,1.221449586350186e-17,True,-1.195806415361678,large,120,120,gpt-4o-mini (v1) vs sonar (v1),,,,,,,,,27.11475533962763,9.393547677753464,,,,,,
fkgl_output,6.875880790970697,1.265403825186631,,,2.5341772791673005,sonar (v1),Mann-Whitney U,1.0242636879284786e-27,True,1.8404680516655512,large,120,120,gpt-4o-mini (v1) vs sonar (v1),,,,,,,,,4.341703511803397,1.480057620613586,,,,,,
fre_output,69.97071996289901,6.827285595087784,,,-9.78288839460457,sonar (v1),Mann-Whitney U,8.915782738881493e-20,True,-1.3393776308562888,large,120,120,gpt-4o-mini (v1) vs sonar (v1),,,,,,,,,79.75360835750358,7.751556068344638,,,,,,
bertscore,0.8764955401420593,0.017262826546792228,,,0.012255649765332555,gpt-4o-mini (v1),Mann-Whitney U,8.052708223253402e-06,True,0.5818838640910022,medium,120,120,gpt-4o-mini (v1) vs sonar (v2),,,,,,,,,,,0.8642398903767268,0.024273693970052055,,,,
bleu,0.09497132680589906,0.06616708101392363,,,0.0030311699555296556,gpt-4o-mini (v1),Mann-Whitney U,0.42448535730986325,False,0.04230051193973054,negligible,120,120,gpt-4o-mini (v1) vs sonar (v2),,,,,,,,,,,0.09194015685036941,0.07675711330983774,,,,
sari,39.515636190897354,5.119877407305335,,,1.0725870933753612,gpt-4o-mini (v1),t-test,0.10172394241944233,False,0.2120975726441465,small,120,120,gpt-4o-mini (v1) vs sonar (v2),,,,,,,,,,,38.44304909752199,4.993423218203474,,,,
perplexity,25.696036505699162,5.0243409137367046,,,-14.136795067787169,gpt-4o-mini (v1),t-test,3.3684680157521917e-16,True,-1.1328408062818207,large,120,120,gpt-4o-mini (v1) vs sonar (v2),,,,,,,,,,,39.83283157348633,16.917747175749184,,,,
fkgl_delta,-4.676379338126085,1.6479846594970189,,,2.7390396798088803,sonar (v2),Mann-Whitney U,9.423303667259883e-22,True,1.2756460909373135,large,120,120,gpt-4o-mini (v1) vs sonar (v2),,,,,,,,,,,-7.4154190179349655,2.5504698332113525,,,,
fre_delta,17.331866945023062,6.754160020905789,,,-9.988115067216818,sonar (v2),t-test,7.143043051746631e-16,True,-1.1183401389951098,large,120,120,gpt-4o-mini (v1) vs sonar (v2),,,,,,,,,,,27.31998201223988,10.673043113642073,,,,
fkgl_output,6.875880790970697,1.265403825186631,,,2.7390396798088794,sonar (v2),Mann-Whitney U,7.451947271475886e-30,True,1.6807627452582878,large,120,120,gpt-4o-mini (v1) vs sonar (v2),,,,,,,,,,,4.136841111161818,1.9261910489070555,,,,
fre_output,69.97071996289901,6.827285595087784,,,-9.98811506721681,sonar (v2),Mann-Whitney U,6.325953333084302e-20,True,-1.2640244502303353,large,120,120,gpt-4o-mini (v1) vs sonar (v2),,,,,,,,,,,79.95883503011582,8.846820038225637,,,,
bertscore,0.8764955401420593,0.017262826546792228,,,0.01984725395838416,gpt-4o-mini (v1),t-test,1.2494313374091929e-15,True,1.1074932582798973,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v1),,,,,,,,,,,,,0.8566482861836752,0.018555611306343863,,
bleu,0.09497132680589906,0.06616708101392363,,,0.017466875378636212,gpt-4o-mini (v1),Mann-Whitney U,0.00597226366427781,True,0.2564515030955714,small,120,120,gpt-4o-mini (v1) vs sonar-pro (v1),,,,,,,,,,,,,0.07750445142726285,0.06999873439935976,,
sari,39.515636190897354,5.119877407305335,,,1.9318563449571045,gpt-4o-mini (v1),Mann-Whitney U,0.003844779989561129,True,0.381656191960194,small,120,120,gpt-4o-mini (v1) vs sonar-pro (v1),,,,,,,,,,,,,37.58377984594025,5.002990303791039,,
perplexity,25.696036505699162,5.0243409137367046,,,-8.665286668141675,gpt-4o-mini (v1),Mann-Whitney U,3.977791502821447e-06,True,-0.805084059018838,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v1),,,,,,,,,,,,,34.36132317384084,14.368342411749907,,
fkgl_delta,-4.676379338126085,1.6479846594970189,,,2.4848669763575977,sonar-pro (v1),t-test,3.1538202045220185e-18,True,1.2210762191275026,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v1),,,,,,,,,,,,,-7.161246314483683,2.35933091686871,,
fre_delta,17.331866945023062,6.754160020905789,,,-9.552533391187804,sonar-pro (v1),t-test,8.941554564215323e-15,True,-1.0688760015401138,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v1),,,,,,,,,,,,,26.884400336210867,10.68273738274952,,
fkgl_output,6.875880790970697,1.265403825186631,,,2.4848669763575977,sonar-pro (v1),Mann-Whitney U,3.925323766916362e-24,True,1.6759552740636083,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v1),,,,,,,,,,,,,4.3910138146131,1.6719142550152855,,
fre_output,69.97071996289901,6.827285595087784,,,-9.552533391187808,sonar-pro (v1),Mann-Whitney U,3.6791862038964166e-17,True,-1.2295024925408633,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v1),,,,,,,,,,,,,79.52325335408682,8.609079650168688,,
bertscore,0.8764955401420593,0.017262826546792228,,,0.011204945544401768,gpt-4o-mini (v1),t-test,1.3465308440395709e-05,True,0.5738840132277145,medium,120,120,gpt-4o-mini (v1) vs sonar-pro (v2),,,,,,,,,,,,,,,0.8652905945976576,0.02155056942250546
bleu,0.09497132680589906,0.06616708101392363,,,-0.00375210306906526,sonar-pro (v2),Mann-Whitney U,0.8575893356470055,False,-0.05249597349173009,negligible,120,120,gpt-4o-mini (v1) vs sonar-pro (v2),,,,,,,,,,,,,,,0.09872342987496432,0.07641344550842678
sari,39.515636190897354,5.119877407305335,,,0.6137232672829,gpt-4o-mini (v1),t-test,0.3593859056370382,False,0.11855340484682751,negligible,120,120,gpt-4o-mini (v1) vs sonar-pro (v2),,,,,,,,,,,,,,,38.901912923614454,5.233036722717294
perplexity,25.696036505699162,5.0243409137367046,,,-10.771024942398064,gpt-4o-mini (v1),t-test,1.916993309255885e-12,True,-0.959449753940385,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v2),,,,,,,,,,,,,,,36.467061448097226,15.060327910434962
fkgl_delta,-4.676379338126085,1.6479846594970189,,,2.800880550979832,sonar-pro (v2),Mann-Whitney U,3.357049843402946e-22,True,1.4848410864065484,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v2),,,,,,,,,,,,,,,-7.477259889105917,2.097743552661438
fre_delta,17.331866945023062,6.754160020905789,,,-9.932910531745069,sonar-pro (v2),Mann-Whitney U,4.2437506154045e-17,True,-1.201365459362504,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v2),,,,,,,,,,,,,,,27.26477747676813,9.544712994116411
fkgl_output,6.875880790970697,1.265403825186631,,,2.800880550979832,sonar-pro (v2),Mann-Whitney U,2.4905068285607875e-29,True,2.0386215861136208,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v2),,,,,,,,,,,,,,,4.075000239990866,1.4744507643673967
fre_output,69.97071996289901,6.827285595087784,,,-9.932910531745065,sonar-pro (v2),Mann-Whitney U,7.891478304151088e-19,True,-1.2967542132738605,large,120,120,gpt-4o-mini (v1) vs sonar-pro (v2),,,,,,,,,,,,,,,79.90363049464408,8.410351595201444
